Uniq_Id,Address_Full,Price,Sqr_Ft,Price_Sqr_Ft,Year_Built,Last_Sold_Year,Roof_Type,Description,Price_Score,Size_Score,Age_Score,Recent_Sale_Score,Roof_Type_Score,Final_Prospect_Score
112f4467bb738a7af995fb5ecb128d7a,"9335 E Posada Ave, Mesa, AZ 85212",265000.0,1401.0,$189/sqft,1999.0,2016.0,," Well Cared for 3 Bed 2 Bath Home. Clean Ready to move in home. Close to Shopping and Freeways. Vaulted ceilings, Wood look tile floors,newer Carpet, Tank less water heater, North South Exposure. Community parks, Gilbert Schools with Mesa Taxes. Come Take a look you will like what you see. ",2.0,0.0,10,-4,0,8.0
bab76a2e03debc87857f20b438755587,"5460 Caddis Bnd #103, Fitchburg, WI 53711",250000.0,1589.0,$157/sqft,2004.0,2017.0,," Well this is a slam dunk! All you need to do is pay $250,000 and then move right in. This unit even has a sun porch that over looks green space. And you can get your toes wet this summer in the community pool or get your sweat sesh on in the community gym. Oh, did we mention The Great Dane is practically out your front door? Get in here! ",2.0,0.0,5,-4,0,3.0
30e1ac2a982110bcb93dd398d8fe53be,"9325 SW 144th St, Miami, FL 33176",1745000.0,4207.0,$415/sqft,1999.0,1993.0,," look no further, paradise found! situated on highly sought after e-lake this property has it all. custom built mediterranean state of the art estate with no detail spared. extremely spacious 5 bedroom 4 bathroom home with 2 car garage and plenty of extra storage. property features vaulted ceilings throughout, lots of natural light, open spaces with great distribution, over-sized covered terrace with built in bbq / cooking area, shuffle board court, private dock, concrete boat ramp and impact glass, a must see!! live the lifestyle that you have always wanted on e-lake. enjoy boating, water skiing and some of the best peacock bass fishing in south florida. a great home to raise your family and true home for entertainment, a true gem. ",17.0,2.0,10,0,0,29.0
828ff982f61c7e8b380d9a3e7d4988a1,"4518 E Olney Ave, Gilbert, AZ 85234",345000.0,1881.0,$183/sqft,1999.0,2004.0,," Fabulous opportunity in the highly sought after Highland Ranch. This meticulously maintained home is in an unbeatable location nearly across the street from the grassy park and playground near the back of the subdivision. 3 bedrooms plus a den/office with vaulted ceilings, and a spacious master suite. RV gate, plenty of storage and 3 car garage with one bay currently set up as a workshop. Serene backyard oasis with covered patio, built in BBQ, and hot tub perfect for quiet enjoyment or entertaining. ",3.0,0.0,10,4,0,17.0
3943a2cfe66317db92cd4f4a1758c905,"10466 E Wayne Moody Ln, Tucson, AZ 85747",425000.0,1863.0,$228/sqft,2004.0,2004.0,Roof: Built Up," Rare find in the Southwest - Outside the welcoming and beautifully landscaped front yard begins to set this home apart from anything else in the area. Enter through the front door and you will be taken back in time to a 1940's Old Manhattan-style home. From the beam and corbel wood plank ceiling in the living room, to the mahogany coffered ceilings in the kitchen/dining room, to the charm of the wainscoting, to the dark cherry hand-scraped hardwood floors in many of the common spaces and beautiful sculpted Mohawk carpets in the bedrooms - No detail overlooked! NEW Low-E dual pane fully custom Anderson windows, Newer 20 SEER Trane AC with heat pump, NEW 18 SEER 2 ton Daikin Mini-split in ceiling as a backup AC in Media room. (Please see attached property info sheet for further details). ",4.0,0.0,5,4,0,13.0
821473cf1eedcd0627e01cbf0ec6b59b,"3949 Arbor Lake Dr W, Jacksonville, FL 32225",325000.0,2438.0,$133/sqft,1999.0,2016.0,Roof: Shake Shingle," This beautiful home on Lake Narcissus is FULLY renovated with upgrades including but not limited to a brand new roof, vinyl wood look plank flooring throughout, white kitchen cabinets, granite, etc. The upstairs is naturally bright with skylights over the dining room. Enjoy your morning up of joe on your downstairs deck or your screened balcony off your family room upstairs. There are two Master suites; one up and one down, with both overlooking the lake. The downstairs has a laundry room, family room, bedroom and bathroom, plus an office. Head out your downstairs screened-in porch and onto your oversized wood deck and relax with a glass of wine. Lake Narcissus is perfect for fishing, kayaking, or watching the bountiful wildlife living around the lake. The home also has a two-car garage ",3.0,1.0,10,-4,-50,-40.0
2f67f689ea6d0e8ea78da1a3de1c9ace,"9601 Collins Ave #904, Bal Harbour, FL 33154",2189000.0,2160.0,"$1,013/sqft",1998.0,1998.0,," Wake up to the sound of the Atlantic ocean in this magnificent sky home. Curated to perfection, the chef's kitchen is ideal to create family memories, the terraces embody what living on the ocean is meant to be and the spacious living/dining room is with floor to ceiling windows is the perfect space to entertain. The Majestic Tower offers a restaurant, entertaining room, comprehensive gym, resort style pool, beach service, tennis, basketball, billiards and the proximity to everything Bal Harbour offers. Sophistication and elegance await you at this stunning condo that you will call home. ",21.0,1.0,10,10,0,42.0
cf18b8d2993c420a1a9fccea1c0df47f,"25645 N 113th Way, Scottsdale, AZ 85255",1695000.0,4665.0,$363/sqft,2001.0,2000.0,," An Inspiring California Mission Revival Home influenced by a 1928 Point Loma master-crafted residence is surrounded by epic mountain and boulder views. Nestled on one of the finest home sites in Troon Village, you'll embrace all the best of a charming, intimate lifestyle that's perfect for entertaining on a grand scale. An expansive front courtyard welcomes you into the dramatic 2-Story rotunda entry foyer, then you'll move easily through the spacious, open interior flowing into a magnificent Gourmet Chef's Kitchen and Family Room. An attached Casita with Kitchen and 2 Secondary Bedrooms with ensuite baths, all with separate outside entrances, make this home is ideal for inviting family and guests for extended stays. Striking Mountain Vistas from 2 Verandas off of the Master Suite ",16.0,2.0,5,8,0,31.0
fa37f9c1b96dff841fd71b15e4d77196,"5815 94th St, Lubbock, TX 79424",345000.0,2879.0,$120/sqft,2002.0,,Roof: Composition," Open House Jan.25 12-4pm Spacious, timeless and beautiful! Originally a builder's house, this home has all the desired features you've been looking for. It is a rare find in the Frenship school district as it is move-in ready and offers great size at a competitive price. This home is situated in an established neighborhood minutes from Crestview and Heritage. Boasting 4 large bedrooms, 2 full bathrooms, a 2-car garage, beautiful concrete flooring, upgraded crown molding, a sitting area on the front porch and huge master closet. It offers two entertainment spaces - one of those is a bonus room leading to an entertainer's back yard. The back yard features a pergola, putting green and dog run. Recent Updates: The kitchen was updated in 2018, as well as new neutral paint and some new fixtures throughout. Sellers are installing brand new carpet throughout the home, a new roof and new concrete on the back porch. This house is a must-see and won't last long! ",3.0,1.0,5,0,50,59.0
6f47837feccc3c172c727995e7a8a3e0,"1199 Pacific Hwy #301, San Diego, CA 92101",829000.0,1684.0,$492/sqft,2004.0,2015.0,," Priced to sell, don't let this one pass you by! One of the most desirable floor plans with elegant foyer, 2 bedrooms plus den/office/brm & 2 full baths. Newly installed engineered wide plank french oak flooring, all rooms have electronic blinds, closet organizers, built-in speakers, wine frig. lovely master with walk-in closet, fireplace, balcony, 2 parking spots & storage locker. The Grande offers; security, concierge, gym, pool/spa, steam room and more! Amazing location walking distance to so much! ",8.0,0.0,5,-4,0,9.0
85ea9fb0193ac751979ae331a358c2f5,"2951 Ranch Reserve Ln, Westminster, CO 80234",869900.0,4493.0,$194/sqft,2004.0,2017.0,Roof: Tile," Fabulous ranch style home in the Ranch Reserve, Golf course community, mountain views! The entry has gorgeous tile floor, new light fixtures, 12 foot ceilings adds to the open elegant feel. Main floor living. Chefs delight, over-the-top upgraded kitchen, New Sub Zero frig, new Wolf Brand higher-end appliances in kitchen, 5 burner gas stove top and fan, microwave, oven and dishwasher. Farm kitchen sink. Butler pantry area. Large center island with new granite, updated kitchen cabinets. Walk-in pantry. Lighting under cabinets. Open concept great for family and friend gatherings. Walk-out basement with 11 foot ceilings, wine storage closet, wet bar, fireplace and plenty of room for pool table, games...2 more bedrooms in the lower level with full bath with upgraded tile. Whole house air filter, humidifier. New massive front doors. Window tint, window covers, newer light fixtures. The garage is the envy of everyone, epoxy flooring, plenty of storage or working space. FURNISHINGS FOR SALE. ",8.0,2.0,5,-4,-40,-29.0
68fa9a9f0585b2ab77a35e3cc0945567,"1993 Copper Creek Dr, Colorado Springs, CO 80910",2099000.0,764.0,"$2,747/sqft",1996.0,2016.0,Roof: Composition, Add $200 to deposit if their is a pet and add $50 per month to the rent for each pet. ,20.0,0.0,10,-4,50,76.0
fe0063891960699e0250908add2efa81,"195 14th St NE #1412, Atlanta, GA 30309",250000.0,755.0,$331/sqft,2002.0,2016.0,," It's all about the location! Walk to museums, Piedmont Park, Botanical Gardens, Beltline, MARTA, restaurants and more! Enjoy park-side living in this beautifully maintained and renovated home. It's the largest 1 bedroom floor plan in the building. Features include: open floor plan, balcony, beautiful open pore wood floors, new SS appliances, granite counters, and good amount of storage. Great value for the square footage, amazing views & immaculate condition. Building offers superb amenities, gym, movie theater, club room, library, conference room, pool and 24x7 concierge. ",2.0,0.0,5,-4,0,3.0
a4747c4f09d8943088a997161288e10d,"9996 Trailing Vine St, Las Vegas, NV 89183",248000.0,1264.0,$196/sqft,2000.0,2017.0,Roof: Tile," Nice 2 Master Bedroom home with loft area between, Eat-In Country Kitchen with Pantry, Well Maintained, Laminate Wood Flooring Throughout, Nice Back yard with Shade Trees grass and curbing, Patio, Solar Screens, Security door, Ceiling Fans, ",2.0,0.0,5,-4,-40,-37.0
360ff2a2084f79164495e37a90735a49,"821 Glacier Peak Ln #103, Las Vegas, NV 89144",368000.0,1691.0,$218/sqft,2001.0,2013.0,," Summerlin center, walking distance to Costco, close to red rock casino and downtown Summerlin. Gated community with beautiful pool, gym and BBQ area. Spacious 1700+sft unit with 2 bedroom and 1 den, are all on floor, 1st floor. Newly remodeled, Kitchen and bathroom have many upgrades. This is very comfortable and beautiful home. ",3.0,0.0,5,0,0,8.0
a57b4c72ac8c7bdd7cceef953d7584b1,"2300 Covent Garden Rd, Virginia Beach, VA 23456",258500.0,1988.0,$130/sqft,2002.0,2014.0,Roof: Asphalt," Lovely Townhome style Condo with Generous downstairs Master Suite! In this well cared for home you will find plenty of storage with HUGE walk in attic, large and plentiful closets, and attached Garage! This private location on the end in highly sought after Camden Village in Castleton enjoys wooded views from your private patio. Enjoy the hardwood floors throughout most of the first floor , sky lights and recently updated carpet and hot water heater. All 3 Bedrooms are very spacious and won't disappoint! Condo fee includes water, sanitation, trash, maintenance of common elements, master insurance policy, pool and grounds maintenance! Tour Today! ",2.0,0.0,5,-4,50,53.0
db69abdb19bdcb6e4c3e4357362a3f48,"860 S Jacob St, Gilbert, AZ 85296",359900.0,2214.0,$163/sqft,1996.0,1998.0,," Prime Gilbert location close to downtown! 3 bedrooms upstairs & 1 BR downstairs with its own door to a bathroom with shower, this well maintained former model has a perfect mother-in-law or den/office floor plan. The kitchen features Corian countertops, glass door pantry, large island & is open to the breakfast nook & spacious family room with cozy fireplace. The sparkling Pebble Tec self cleaning pool is ready for fun. Plentiful storage throughout including a 3 car garage. Bike to popular downtown Gilbert for restaurants, farmers market & more. Shopping & freeways close by. Master suite features a separate tub & shower, double sinks, walk-in closet & a sitting room, great for an office or nursery. Original owner lovingly cared for this gorgeous home & it is ready to make new memories. Recent updates include both Seer 14 York AC units with 10 year warranty 08/16, Oven/Range 08/16, Built-in Microwave 08/16, Exterior Professionally Painted 09/14, Water Softener 2018 ",3.0,1.0,10,10,0,24.0
c44133503f61748a4ad5ac49a3735814,"4410 Kings Valley Cv W, Memphis, TN 38128",99967.0,1167.0,,2000.0,2005.0,," HOT Deal Alert: This property deal has a high potential return. Make sure you strike while it's HOT so you don't miss your chance at a high potential ROI. The potential return is based on the estimated resale value and estimated credit bid for the property, and doesn't consider any repair, legal or transaction costs due to the current condition of the property. This property is being offered at Public Auction on 01-16-2020. Visit Auction.com now to view additional photos, Property Inspection Report with title information, plat maps and interior inspection reports when available. Auction.com is the nation's leading real estate transaction platform focused exclusively on the sale of residential foreclosure and bank-owned properties. The majority of these properties are priced below market value. Don't miss this special opportunity to buy homes at wholesale prices! In addition to this property, 175 other properties are scheduled for sale at this same Foreclosure Sale. In our online auctions and live Foreclosure Sales, Auction.com currently has 2 properties scheduled for sale in Shelby County and 541 throughout Tennessee. All properties and sale details can be found with a simple search at Auction.com. Create a free account today to find more properties like this one, save searches of properties that meet your investment criteria and have the properties you're looking for emailed directly to you when posted in an upcoming sale event. To view the complete details of this exact property, click the Auction.com link below or paste the Property ID 2871992 into the search bar at Auction.com. ",0.0,0.0,5,4,0,9.0
03ac147eddef601aa90562467bc74ac4,"13611 Deering Bay Dr #1104, Coral Gables, FL 33158",1875000.0,2900.0,$647/sqft,2001.0,2014.0,," Resort-style living tucked away in South Coral Gables. Indulge in one of the most luxurious addresses in South Florida with a stunningly beautiful unit positioned on the 11th floor of the Sienna Building. Located in Deering Bay Yacht and Country Club, the only gated golf community in South Miami-Dade County, residents can enjoy waking up to uninterrupted views of Biscayne Bay and a private dockyard with expansive Mediterranean-style wrap around balconies with ample lounging space. Luxury accoutrements are carried throughout the unit and comprise of high ceilings, exceptional finishes, Calacatta marble gourmet kitchen, marble baths and custom built-ins. Award winning public and private schools are nearby in addition to private and commercial airports. Extra features: 2 parking spaces and 1 golf cart parking space. ",18.0,1.0,5,-4,0,20.0
695ce6b21ce8f75ed3539f6efa93d59c,"10202 Tiger Fld, San Antonio, TX 78251",204900.0,2134.0,$96/sqft,2004.0,,Roof: Composition, Welcome to Westover Crossing! This Beautiful Brick Home is a sitting on spacious sized Lot with a Large 2 Car Garage. Exterior of the home is in fantastic condition with a custom shed in Backyard! Gigantic Master Bedroom with Walk In Closets! Open Living Room & Kitchen! Covered Patio! And Much More Little Upgrade That Add Up! ,2.0,1.0,5,0,50,58.0
cb87aa67bb43be8b31bbb3d37a0a13be,"14513 Regents Walk, Austin, TX 78728",329900.0,1946.0,$170/sqft,1999.0,,Roof: Composition, Park-like setting surrounds this great family home on a quiet cul-de-sac. It offers an open concept floor plan with a bright kitchen opening to the living room for ease of entertaining. Master is on the main level with three secondary bedrooms & a bonus room upstairs. The serene private backyard deck provides ideal outdoor living and relaxation. ,3.0,0.0,10,0,50,63.0
9a20986863f9211533af4861a74c83a5,"6801 Harding Ave #313, Miami Beach, FL 33141",192500.0,670.0,$287/sqft,1994.0,1997.0,," Great unit in Miami Beach, partial ocean view from the balcony walking distance to the beach , restaurants, Publix supermarket, Walgreens and a lot more. Unit comes with a secure covered parking, low association fees, very clean and quiet building. ",1.0,0.0,10,10,0,21.0
41181262288cb1b4571be7e3ebecd0a3,"200 Townsend St #49, San Francisco, CA 94107",998000.0,931.0,"$1,072/sqft",2003.0,2003.0,," Bright and inviting loft condominium in dynamic South Beach. This one bedroom, two bath unit is stunning with exquisite natural light from dramatic soaring windows and towering 16 foot ceilings. The open and airy great room has a gas fireplace and hardwood floors, perfect for entertaining. This living room opens to the dining area and kitchen. A step-out deck is off of the dining area. The sophisticated kitchen gleams with stainless appliances, Scavolini cherry wood cabinets, granite counter tops, and ample storage. This level is complete with a full bath, laundry, and storage closet. Upstairs, the spacious bedroom has a large closet and full bath. Garage parking and two additional storage units are deeded to the unit. 200 Townsend is an impressive corner building with an elevator and view roof deck. Excellent South Beach location, ideal for commuters, with perfect walk, bike and commute scores, near Cal-Train, Muni rail and bus, Oracle Park, and easy freeway access. ",9.0,0.0,5,8,0,22.0
d40b2fe0ac1bf78f0f7ccb142dc3f5c4,"108 Tennwood Ct, Durham, NC 27712",613000.0,4986.0,$123/sqft,1994.0,2017.0,Roof: Asphalt," Live your best life in Treyburn, an enclave golf course community, with easy access to Duke Hospital, University and everything in downtown Durham! Age in place with your choice of owner's suite on the main with access to the sunroom or 2nd level master adjacent to the screened porch, with sweeping golf course views. ALL bedrooms have ensuite bathrooms, most with new flooring and many updates. Relish the solid hardwood floors throughout. Move in ready with newer granite counters and kitchen appliances! ",6.0,2.0,10,-4,50,64.0
62267df9fba9018b9717f29e4f07d3cb,"7751 E Shooting Star Way, Scottsdale, AZ 85266",837500.0,3170.0,$264/sqft,1998.0,2005.0,," This fine home offers warm southern sunshine, dramatic, up-close-and-personal views of boulder-strewn Winfield Mountain, lush landscaping, and a heated pool and spa for your sunning pleasure. Move-in ready, this Morganite model features abundant natural light, a flexible floor plan with large open rooms for gatherings and entertaining, 3 big bedrooms under roof, and a private detached casita for your most special guests. Other details: gas cooktop, granite counters, lots and lots of cabinets, breakfast bar, neutral tile floors, BBQ, and more. And the Winfield Community offers The Best Amenities in the area - Guarded Entry, huge community pool with views, Tennis/Pickleball, fitness, hiking trails, and welcoming neighbors. This could be your special place in the Arizona sun! ",8.0,1.0,10,4,0,23.0
93863e0689e5a4d79ef84fefcefe1000,"2816 W Wayne Ln, Anthem, AZ 85086",390000.0,2649.0,$147/sqft,2001.0,2012.0,," Character flows through-out this charming resort like home. Backyard paradise features upgraded Pebble Tec heated pool & spa w/waterfall. Extended tile covered patio leads out to Ramada featuring a built-in BBQ w/island & massive fireplace. Freshly painted stamped concrete pool decking surrounded by synthetic grass & freshly painted block fencing. Spacious kitchen opens to family room w/built-in wood niches & gas fireplace. Kitchen includes extended wall cabinets, island w/breakfast bar, tiled counter tops & back splash, refrigerator, gas range, & pantry. Formal Living area w/vaulted ceilings. Huge master suite + guest bedroom & bath down. 2 large bedrooms & loft up w/dual sink bathroom. 2 car garage w/built-in cabinets & epoxy floor. Courtyard entry, plantation shutters, & ceiling fans. ",3.0,1.0,5,0,0,9.0
a9aad87b79baba6ad9d92496495c5d17,"13546 Chappel Vw, San Antonio, TX 78249",345000.0,2990.0,$115/sqft,1995.0,,Roof: Composition," APX 3000sf. SPACIOUS 4 BED WITH IN GROUND POOL. WONDERFUL AREA CONVENIENT TO THE MED CENTER, USAA, UTSA, GATED NEIGHBORHOOD. SOLID SURFACE FLOORS THROUGHOUT. ENORMOUS MASTER BATH AND MASTER CLOSET. GRAND TWO STORY FOYER, SEPARATE FORMAL DINING ROOM, TWO LARGE LIVING AREAS AND STUDY DOWN THAT COULD BE A SMALLER GAME ROOM OR MEDIA ROOM. LOTS OF POTENTIAL IN THIS LAYOUT. PATIO AREA OFF POOL, SMALL GRASSY AREA TO THE REAR AND BEHIND THE TWO CAR DETACHED GARAGE. EXTRA LONG DRIVEWAY CAN PARK MANY CARS ",3.0,1.0,10,0,50,64.0
d6b44522f8e22f6e340ca0ba16e448ca,"7717 Saragosa Creek Dr, Plano, TX 75025",414500.0,3008.0,$138/sqft,1997.0,,Roof: Composition," Delightful custom built 4 bed, 3 bath, 3 LA, 3 car garage 1 story home. Lovely treed lot - stacked formals - Kitchen with granite counter-tops, island, loads of cabinets, tile floors, black appliances, electric cooktop, oven and microwave - Room off kitchen could be study, media or children's playroom. Spacious family room with fireplace, light and bright overlooking patio to treed backyard. Fabulous master with gas log fireplace, control turn on - sitting area, bath with jetted tub and separate shower, large walk-in closet - door to patio from master hallway. 3 way bedroom split beds 2 and 3, with jack and jill bath. CF's - sprinkler, security - 3 car garage - 2 inch blinds. Very well maintained lovely home. ",4.0,1.0,10,0,50,65.0
7914a9fef82f1b3866fe729feb25b723,"115 Ambiance, Irvine, CA 92603",2098000.0,3800.0,$552/sqft,2003.0,2010.0,Roof: Tile," Located on a private oversized corner lot in Quail Hill, 115 Ambiance offers 6 bedrooms, 5 bathrooms, new paint + new carpet + upgraded AC + and fully paid solar which all adds up to a move-in ready dream home. This low-energy usage home has upgraded hardwood & stone flooring, granite counter tops & bathroom tiling and offers a rare 6 bedroom configuration instead of the usual 5, one of which is a self-contained casita that shares a lovely central courtyard with the main house. Downstairs are the Formal Living, Dining, & Family Rooms; the large gourmet Kitchen with seating at the central island, a walk-in pantry & adjoining Breakfast Nook; and, lastly, a private downstairs bedroom/office + adjoining hall bathroom near the 2-car garage. Upstairs is the Master Bedroom Suite with custom built-in cabinetry, expansive Master bath + dual walk-in closets and another three bedrooms and a separate sunlit Laundry room. The backyard is a hassle-free oasis with artificial turf & stone pavers, an elegant stacked-stone koi pond, multiple sitting areas, & a granite BBQ island with bar stool seating - in all, a great place to relax with friends & family. The private casita is perfect for college-age kids, extended family, visiting friends, a home office, or a game room - tons of possibilities. Easy access to major transportation corridors, served by excellent schools, three sumptuous private pools, sport courts, parks + tot lots, biking & hiking trails and near world-class beaches. ",20.0,1.0,5,0,-40,-14.0
f7a01a53e97b5958af0afc75aae9b786,"9753 E Idaho Ave, Mesa, AZ 85209",455000.0,2334.0,$195/sqft,1999.0,2017.0,," Gorgeous Home in the desirable Community of Sierra Ranch. Tastefully designed with welcoming palette, beautiful wood plank tiled floors, upgraded ceiling fans, art niches, plantation shutters/window blinds, & private Den! Center kitchen island, quartz kitchen counters, SS appliances, under-mount sink, pantry, & plethora of wood cabinets w/stylish hardware. Home shows ''Model'' perfect! Patio access from family room. Plush carpet in all bedrooms, ample closets, & 2 baths. Master retreat boasts spa-like en suite w/sauna, designer tile, fixtures, & walk-in closet. The resort style backyard features covered patio, fireplace area, sparkling pool, spa, synthetic turf, swaying palm trees, built-in BBQ, & garden area. 3 Car garage, epoxy floor, cabinets! This incredible Home has it all!! ",4.0,1.0,10,-4,0,11.0
bf5e531734379afbdeb451159043273e,"2145 Seastone Trce, Chesapeake, VA 23321",384000.0,2698.0,$142/sqft,2000.0,2012.0,Roof: Asphalt," BEAUTIFULLY MAINTAINED LAKEFRONT HOME! FORMAL LIVING & DINING RMS, LARGE EAT-IN KIT. STEP DOWN DEN W/FIREPLACE. HUGE MASTER SUITE W/GARDEN TUB AND WALK IN CLOSTE. 4TH BDRM IS HUGE RM OVER GARAGE. ALL BEDRMS GOOD SIZED. LARGE DECK, CONCRETE PATIO AND PIER TO ENJOY THOSE BREATHTAKING VIEWS! WATER VIEWS THROUGHOUT. PRIVATE NEIGHBORHOOD. CONVENIENT TO INTERSTATES & SHOPPING. WESTERN BRANCH PARK EASILY ACCESSIBLE, LOADED WITH AMENITIES! SPLASH PARK OPENING MAY, 2020!! Text Ginny - 757-335-1232 ",3.0,1.0,5,0,50,59.0
